hhid,member,panelid,weight,stratum,psu,block,domain,quarter,week,region,area,zone,psu_centroid_lat,psu_centroid_long,q1_02,q1_03,q1_04,q1_05,q1_06,q1_07,q1_08,q1_09,q1_10,q1_11,q1_12,q1_13,q1_14,q1_15,q1_16,q2_01,q2_02,q2_03,q2_04,q2_05,q2_06,q2_07,q2_08,q2_09,q2_10,q2_11,q2_12,q2_13,q2_14,q2_15,q2_16,q2_17,q2_18,q2_19,q2_20,q3_01,q3_02,q3_03,q3_04,q3_05,q3_06,q3_07_1,q3_07_2,q3_07_3,q3_07_4,q3_07_5,q3_07_6,q3_07_7,q3_08,q3_09,q3_10,q3_11,q3_12,q3_13,q3_14,q3_15,q3_15b,q3_16,q3_17,q3_18,q3_19,q3_20,q3_21,q3_22,q3_23,q3_24,q3_25,q3_26,q3_27,q3_28,q3_29,q3_30,q3_31,isic_code,q3_32,q3_33,isco_code,q3_34,q3_35,q3_36,q3_37,q3_38,q3_39,q3_40,q3_41,q4_01,q4_02,q4_03,q4_04,q4_05,q4_06,q4_07,q4_08,q4_09,q5_01,q5_02,q5_03a,q5_03b,q5_04,q5_05,q5_06,q5_07,q6_01,q6_01b,q6_02a,q6_02b,q6_02c,q6_02d,q6_02e,q6_02f,q6_03a,q6_03b,q6_03c,q6_03d,q6_03e,q6_03f,q6_03g,q6_03h,q6_03i,q6_04a,q6_04b,q6_04c,q6_04d,q6_04e,q6_04f,q6_05a,q6_05b,q6_05c,q6_05d,q6_05e,q6_05f,q6_05g,q6_05h,q6_05i,q6_06,q6_06b,q6_07,q6_08,q6_09,q6_10,q6_11,q6_12,q6_13,q6_11b,q6_12b,q6_13b,q6_14,q6_15,q6_16,q6_17,q6_18,q6_19,q6_20a,q6_20b,q6_21,q6_22,q6_23,q6_24a,q6_24b,q6_25
02 0112 001 3,2,102,26.1109967102926,02 1,02 0112,5,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Spouse/ partner,Female,23,Living together,Mixed,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 1/Grd 3,,School leaving,No,,,No,No,99,No,,,No,,,,No,,Yes,Family responsibilities or housework,,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,No,,,,,,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,28000,0,0,0,Yes,5000,0,Yes
02 0112 001 3,3,103,26.1109967102926,02 1,02 0112,5,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Male,1,,Mixed,Guyana,,Region 2,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 0112 001 3,4,104,26.1109967102926,02 1,02 0112,5,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Female,0,,Mixed,Guyana,,Region 2,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 0112 006 6,1,101,26.1109967102926,02 1,02 0112,6,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Head,Female,46,Separated,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 2/Grd 8,,School leaving,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,Yes,Yes,Yes,Yes,Yes,No,,3,DEMERARA BANK LIMITED,MONEY,6419,CLEANER,CLEAN THE BANK,9112,"Business owned by individual, family or partners","Yes, registered",5,"In a fixed factory, office",10 to 19 persons,None,5 years or more but less than 10 years,Yourself,,,,,,,,,,,,,,,,,,50000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 006 6,2,102,26.1109967102926,02 1,02 0112,6,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Female,22,Not Married/ Never lived together,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 4/Grd 10,,School leaving,No,,,Yes,,,,,,,,,,,,,,,,,No,,56,,,,8,8,8,8,8,8,8,,56,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,No,No,No,Yes,No,No,,3,SHAWN MINI MART,CLOTHES AND UTENSILS,4771,SALESGIRL,SELL,5223,"Business owned by individual, family or partners","Yes, registered",5,"In a fixed shop, store",10 to 19 persons,2 to 4 persons,6 months or more but less than 1 year,Yourself,,,,,,,,,,,,,,,,,,40000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 006 6,3,103,26.1109967102926,02 1,02 0112,6,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Female,20,Not Married/ Never lived together,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,CXC Basic,No,,,No,No,99,No,,,No,,,,No,,Yes,Awaiting replies to earlier enquiries,,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unable to work,Yes,0,5,Private employee (work for another person or company),,Guyana,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
02 0112 009 7,1,101,26.1109967102926,02 1,02 0112,4,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Head,Female,57,Widowed,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Primary,Std 4/Grd 6,,School leaving,No,,,Yes,,,,,,,,,,,,,,,,,No,,3,,,Full time work is less than 40 hrs/wk,0,0,0,0,0,3,0,,3,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,No,No,No,No,No,No,,3,HOME,DOMESTIC WORK,9700,CLEANER,CLEAN HOME,9111,"Business owned by individual, family or partners",No,,"In your home or the business owners home, without separate workspace",1 person,,10 years or more,Yourself,,,,,,,,,,,,,,,,,,10000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 010 7,1,101,26.1109967102926,02 1,02 0112,5,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Head,Female,84,Widowed,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Primary,Std 2/Grd 4,,School leaving,No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Retired, too old for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retired/ Old age,No,,,,,,Pension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,19000,0,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 010 7,2,102,26.1109967102926,02 1,02 0112,5,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Spouse/ partner,Female,55,Not Married/ Never lived together,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Primary,Std 1/Grd 3,,School leaving,No,,,No,No,99,No,,,No,,,,No,,No,,,No,Housework/ family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unable to work,No,,,,,,Others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 010 7,3,103,26.1109967102926,02 1,02 0112,5,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Female,42,Not Married/ Never lived together,East Indian,Guyana,,Region 2,In another Guyana region,Yes,No,Primary,Std 4/Grd 6,,School leaving,No,,,No,No,99,No,,,No,,,,Yes,Other,,,3 to 5 months,"Yes, in the last 7 days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 months and less than 6 months,Yes,Other,48,Private employee (work for another person or company),,Paid Permanent,Guyana,Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 010 7,4,104,26.1109967102926,02 1,02 0112,5,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Grand/great-grand child,Female,40,Not Married/ Never lived together,East Indian,Guyana,,Region 2,In this city/village,No,,,,,,No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Illness, injury, disability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,No,,,,,,Social assistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,75000,0,0,0,0,0,0,0,0,No,,,No
02 0112 022 5,1,101,26.1109967102926,02 1,02 0112,6,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Head,Male,43,Married,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Primary,Std 2/Grd 4,,School leaving,No,,,No,No,99,No,,,Yes,Bad weather,Within 3 months or less,,,,,,,,,No,,28,,,Full time work is less than 40 hrs/wk,0,0,0,0,0,0,0,,0,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,Yes,No,No,Yes,Yes,No,,3,REGIONAL DEMOCRATIC COUNCIL,TRENCH CLEANING,3811,LABOURER,CLEAN TRNCH,9612,Government (Central or Local),,,"In a fixed factory, office",50 or more persons,,1 year or more but less than 5 years,Yourself,,,,,,,,,,,,,,,,,,50000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 022 5,2,102,26.1109967102926,02 1,02 0112,6,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Spouse/ partner,Female,36,Married,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 1/Grd 7,,School leaving,No,,,No,No,99,No,,,No,,,,Yes,Other,,,5 years or more,No,Housework/ family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,No,,,,,,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 022 5,3,103,26.1109967102926,02 1,02 0112,6,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Male,17,Not Married/ Never lived together,East Indian,Guyana,,Region 2,In another Guyana region,Yes,No,Secondary,Frm 4/Grd 10,,School leaving,No,,,No,No,99,No,,,No,,,,No,,Yes,Awaiting replies to earlier enquiries,,"Yes, in the last 7 days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,No,,,,,,Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
02 0112 022 5,4,104,26.1109967102926,02 1,02 0112,6,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Female,9,,East Indian,Guyana,,Region 2,In this city/village,Yes,Yes,Primary,Std 2/Grd 4,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 0112 055 4,1,101,26.1109967102926,02 1,02 0112,5,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Head,Female,60,Widowed,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Primary,Std 3/Grd 5,,School leaving,No,,,No,No,99,No,,,No,,,,No,,No,,,No,Housework/ family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unable to work,No,,,,,,Son/Daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 055 4,2,102,26.1109967102926,02 1,02 0112,5,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Male,27,Living together,Mixed,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,CXC Basic,No,,,Yes,,,,,,,,,,,,,,,,,No,,42,,,,7,7,7,7,7,7,7,,49,,No,,No,,,,Self-employed (without paid help),No,,,,,,,,,,No,No records are kept,3,ROYAL CUTZ BARBER SHOP,BARBERING,9602,BARBER,CUT HAIR,5141,"Business owned by individual, family or partners","Yes, registered",1 2 3,"In a fixed shop, store",2 to 4 persons,Don't know,5 years or more but less than 10 years,Yourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 055 4,3,103,26.1109967102926,02 1,02 0112,5,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Female,22,Divorced,Mixed,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,CXC Basic,No,,,Yes,,,,,,,,,,,,,,,,,Yes,Additional income needed,12,6,18,Full time work is less than 40 hrs/wk,3,3,3,3,3,3,0,6,18,24,No,,Yes,12 months ago and over,Other,SELL,Self-employed (without paid help),No,,,,,,,,,,No,"Only through informal records of orders, sales, purchases",3,HOME,GOODS AND SNACKS,4799,SALES GIRL,SELL,5249,"Business owned by individual, family or partners",No,,On the side walk of the street or public space (not an official market),1 person,,Less than 6 months,Yourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,5000,,,15000,,,,,,,0,0,0,0,0,0,0,100,0,0,No,,,Yes
02 0112 055 4,4,104,26.1109967102926,02 1,02 0112,5,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Female,19,Living together,Mixed,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,CXC Basic,No,,,No,No,99,No,,,No,,,,No,,Yes,Family responsibilities or housework,,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,No,,,,,,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
02 0112 055 4,5,105,26.1109967102926,02 1,02 0112,5,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Grand/great-grand child,Male,0,,Mixed,Guyana,,Region 2,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 0112 062 2,1,101,26.1109967102926,02 1,02 0112,4,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Head,Female,31,Married,Mixed,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 4/Grd 10,,School leaving,No,,,No,No,99,No,,,No,,,,No,,No,,,No,Housework/ family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,Yes,12,0,Private employee (work for another person or company),,Guyana,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 062 2,2,102,26.1109967102926,02 1,02 0112,4,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Spouse/ partner,Male,28,Married,Mixed,Guyana,,Region 2,In this city/village,Yes,No,Primary,Prep A & B/ Grds 1 & 2,,School leaving,No,,,No,No,99,No,,,Yes,Bad weather,After 3 months,No,No,,Yes,No jobs available in the area,,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Yes,0,1,Private employee (work for another person or company),,Guyana,Savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 062 2,3,106,26.1109967102926,02 1,02 0112,4,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Female,8,,Mixed,Guyana,,Region 2,In this city/village,Yes,Yes,Primary,Prep A & B/ Grds 1 & 2,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 0112 062 2,4,104,26.1109967102926,02 1,02 0112,4,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Male,6,,Mixed,Guyana,,Region 2,In this city/village,Yes,Yes,Primary,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 0112 062 2,5,105,26.1109967102926,02 1,02 0112,4,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Female,4,,Mixed,Guyana,,Region 2,5,Yes,Yes,Pre-primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 0112 081 9,1,102,26.1109967102926,02 1,02 0112,4,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Head,Female,38,Separated,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 3/Grd 9,,School leaving,No,,,Yes,,,,,,,,,,,,,,,,,No,,52,,,,8,8,12,8,8,0,8,,52,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,Yes,No,No,No,Yes,No,,3,RK SECURITY,SECURITY,8020,SECURITY GUARD,GUARD,5414,"Business owned by individual, family or partners","Yes, registered",1 2 3,"In a fixed factory, office",50 or more persons,Don't know,5 years or more but less than 10 years,Yourself,,,,,,,,,,,,,,,,,,52000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 081 9,2,105,26.1109967102926,02 1,02 0112,4,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Male,9,,Mixed,Guyana,,Region 2,In this city/village,Yes,Yes,Primary,Std 1/Grd 3,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 0112 081 9,3,106,26.1109967102926,02 1,02 0112,4,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Male,8,,Mixed,Guyana,,Region 2,In this city/village,Yes,Yes,Primary,Prep A & B/ Grds 1 & 2,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 0112 081 9,4,107,26.1109967102926,02 1,02 0112,4,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Son/daughter,Female,7,,Mixed,Guyana,,Region 2,In this city/village,Yes,Yes,Primary,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 0112 085 7,1,102,26.1109967102926,02 1,02 0112,3,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Head,Female,32,Married,Mixed,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 3/Grd 9,,School leaving,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,0,12,12,0,0,12,12,,48,,Yes,No,Yes,In the past 30 days,Other,LOOK AFTER PATIENTS,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,Yes,Don't know,Yes,Yes,Yes,No,,1 2,CHARITY DISTRICT HOSPITAL,HEALTH CARE,8690,NURSE,LOOK AFTER PATIENTS,2240,Government (Central or Local),,,Other,20 to 49 persons,,5 years or more but less than 10 years,Yourself,,,,,,,,,,,,,,,,,,55000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 085 7,2,101,26.1109967102926,02 1,02 0112,3,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Spouse/ partner,Male,34,Married,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,CXC Basic,No,,,No,No,99,No,,,Yes,Sickness,,,,,,,,,,No,,72,,,,0,0,0,0,0,0,0,,0,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,No,No,No,No,No,No,,3,MINING,GOLD,729,LABOURER,MINING,9311,"Business owned by individual, family or partners","Yes, registered",5,In a construction site,20 to 49 persons,Don't know,1 year or more but less than 5 years,Yourself,,,,,,,,,,,,,,,,,,0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,No
02 0112 088 8,1,101,26.1109967102926,02 1,02 0112,3,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Head,Male,58,Married,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Primary,Std 4/Grd 6,,School leaving,No,,,No,No,99,No,,,No,,,,No,,No,,,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unable to work,Yes,10,0,Private employee (work for another person or company),,Guyana,Son/Daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,100,0,0,No,,,Yes
02 0112 088 8,2,102,26.1109967102926,02 1,02 0112,3,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Spouse/ partner,Female,60,Married,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Primary,Std 4/Grd 6,,School leaving,No,,,No,No,99,No,,,No,,,,No,,No,,,No,Housework/ family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,No,,,,,,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,0,0,0,0,0,0,200,0,0,No,,,Yes
02 0112 105 4,1,101,26.1109967102926,02 1,02 0112,6,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Head,Female,65,Widowed,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 3/Grd 9,,School leaving,No,,,Yes,,,,,,,,,,,,,,,,,No,,56,,,,8,8,8,8,8,8,8,,56,,No,,No,,,,Self-employed (without paid help),No,,,,,,,,,,No,"Only through informal records of orders, sales, purchases",3,NIVALLA'S SHOP,GROCERIES,4711,SHOP KEEPER,SELL IN THE SHOP,5221,"Business owned by individual, family or partners","Yes, registered",1,"In a fixed shop, store",1 person,,10 years or more,Yourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000,,5000,,,,0,19000,0,,,,12500,0,0,0,0,5000,0,0,0,0,No,,,Yes
02 0112 110 6,1,108,26.1109967102926,02 1,02 0112,3,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Head,Male,49,Living together,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Secondary,Frm 2/Grd 8,,School leaving,No,,,Yes,,,,,,,,,,,,,,,,,No,,70,,,,10,10,10,0,10,0,0,,40,,No,,No,,,,Self-employed (without paid help),No,,,,,,,,,,No,No records are kept,1,RUDOLPH FISHERY,FISH,0312,FISHERMAN,CATCH FISH,6222,"Business owned by individual, family or partners",No,,Other,1 person,,Less than 6 months,Yourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,,10000,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
02 0112 110 6,2,102,26.1109967102926,02 1,02 0112,3,Coast/Urban,174,3,02,Coast,Urban,7.2886329,-58.482697,Spouse/ partner,Female,43,Married,East Indian,Guyana,,Region 2,In this city/village,Yes,No,Primary,Std 2/Grd 4,,School leaving,No,,,No,No,99,No,,,No,,,,No,,No,,,No,Housework/ family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,No,,,,,,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
